id,neighbourhood,LAT_LONG
18083,Chelsea,"40.743, -74.00136"
18084,East Harlem,"40.80296, -73.9369"
18085,East Harlem,"40.78974, -73.9425"
18086,Chelsea,"40.74286, -73.99847"
18087,Upper East Side,"40.78222, -73.94725"
18088,Upper West Side,"40.77684, -73.97979"
18089,Morningside Heights,"40.80935, -73.95786"
18090,Financial District,"40.70765, -74.011"
18091,Lower East Side,"40.7195, -73.98558"
18092,Upper East Side,"40.77506, -73.95678"
18093,East Harlem,"40.80586, -73.93861"
18094,Upper West Side,"40.7892, -73.9734"
18095,Lower East Side,"40.71876, -73.98394"
18096,East Harlem,"40.7996, -73.94216"
18097,Financial District,"40.7055, -74.00866"
18098,SoHo,"40.72427, -73.99849"
18099,Harlem,"40.81346, -73.94458"
18100,Hell's Kitchen,"40.76115, -73.98707"
18101,West Village,"40.73817, -74.00768"
18102,Chinatown,"40.71572, -73.99114"
18103,Midtown,"40.76459, -73.97529"
18104,East Village,"40.72416, -73.9853"
18105,East Village,"40.72959, -73.98112"
18106,Upper East Side,"40.78002, -73.95211"
18107,Hell's Kitchen,"40.75842, -73.99281"
18108,Inwood,"40.86517, -73.92995"
18109,Harlem,"40.81274, -73.94357"
18110,Hell's Kitchen,"40.76479, -73.98842"
18111,Upper East Side,"40.76654, -73.95825"
18112,East Village,"40.72826, -73.98422"
18113,Upper West Side,"40.78185, -73.97844"
18114,Hell's Kitchen,"40.75418, -73.99644"
18115,East Village,"40.72716, -73.98524"
18116,Harlem,"40.82036, -73.95415"
18117,Chelsea,"40.75218, -74.00241"
18118,Washington Heights,"40.83456, -73.94344"
18119,Midtown,"40.74397, -73.98405"
18120,Harlem,"40.81759, -73.93724"
18121,Lower East Side,"40.72229, -73.98913"
18122,Hell's Kitchen,"40.76769, -73.98649"
18123,Upper West Side,"40.8002, -73.96727"
18124,Upper West Side,"40.78116, -73.9786"
18125,Hell's Kitchen,"40.7647, -73.99516"
18126,SoHo,"40.72635, -74.00298"
18127,Chinatown,"40.71694, -73.99032"
18128,West Village,"40.73035, -74.00324"
18129,Harlem,"40.82485, -73.94537"
18130,Harlem,"40.83252, -73.94916"
18131,Midtown,"40.76066, -73.96639"
18132,East Village,"40.721, -73.98169"
18133,Chelsea,"40.74999, -73.99687"
18134,Midtown,"40.75444, -73.96497"
18135,Morningside Heights,"40.80838, -73.95995"
18136,West Village,"40.73696, -74.00397"
18137,Murray Hill,"40.74966, -73.97601"
18138,Upper East Side,"40.77441, -73.95571"
18139,Inwood,"40.86458, -73.92883"
18140,Morningside Heights,"40.81304, -73.96131"
18141,Chelsea,"40.75066, -73.9972"
18142,Upper East Side,"40.76397, -73.96245"
18143,Upper West Side,"40.80055, -73.96011"
18144,Harlem,"40.81566, -73.93914"
18145,Harlem,"40.80234, -73.95603"
18146,Kips Bay,"40.74367, -73.97551"
18147,Harlem,"40.82247, -73.95341"
18148,Murray Hill,"40.74866, -73.97755"
18149,Hell's Kitchen,"40.75763, -73.99221"
18150,Chelsea,"40.75264, -73.99785"
18151,East Village,"40.73258, -73.98648"
18152,Hell's Kitchen,"40.76615, -73.98882"
18153,East Village,"40.72578, -73.98763"
18154,East Harlem,"40.78828, -73.9484"
18155,Upper East Side,"40.76495, -73.96679"
18156,Harlem,"40.82148, -73.9366"
18157,Harlem,"40.81307, -73.93854"
18158,Upper East Side,"40.77699, -73.95193"
18159,Lower East Side,"40.72003, -73.98693"
18160,Upper East Side,"40.7773, -73.95305"
18161,Hell's Kitchen,"40.76333, -73.98917"
18162,Hell's Kitchen,"40.7589, -73.99165"
18163,Harlem,"40.80709, -73.95363"
18164,Upper East Side,"40.77336, -73.95054"
18165,Morningside Heights,"40.8049, -73.96558"
18166,East Village,"40.7231, -73.98494"
18167,Harlem,"40.80299, -73.95443"
18168,Midtown,"40.75341, -73.97313"
18169,Chelsea,"40.74423, -74.00111"
18170,Kips Bay,"40.73958, -73.98258"
18171,Harlem,"40.82361, -73.93886"
18172,Morningside Heights,"40.80491, -73.96339"
18173,Hell's Kitchen,"40.75765, -73.99247"
18174,Chelsea,"40.74068, -74.00346"
18175,Morningside Heights,"40.80485, -73.96345"
18176,Chelsea,"40.74653, -73.99632"
18177,East Village,"40.72394, -73.98872"
18178,Upper West Side,"40.78718, -73.97521"
18179,Chinatown,"40.71704, -73.99081"
18180,Upper West Side,"40.79203, -73.97299"
18181,Greenwich Village,"40.73129, -73.99944"
18182,Lower East Side,"40.71391, -73.98938"
18183,Murray Hill,"40.74692, -73.97548"
18184,East Harlem,"40.79331, -73.94149"
18185,Upper East Side,"40.77531, -73.95165"
18186,Harlem,"40.81295, -73.95304"
18187,Morningside Heights,"40.80482, -73.96493"
18188,Harlem,"40.8251, -73.93899"
18189,Upper West Side,"40.79947, -73.964"
18190,East Village,"40.72456, -73.98764"
18191,Washington Heights,"40.83328, -73.94511"
18192,Lower East Side,"40.71325, -73.98511"
18193,Murray Hill,"40.74444, -73.97174"
18194,Kips Bay,"40.73935, -73.98025"
18195,Kips Bay,"40.74148, -73.98304"
18196,Theater District,"40.75971, -73.98639"
18197,Lower East Side,"40.7188, -73.98554"
18198,Harlem,"40.825, -73.95181"
18199,Upper West Side,"40.78304, -73.97447"
18200,Harlem,"40.82423, -73.95056"
18201,Hell's Kitchen,"40.75674, -73.99774"
18202,Midtown,"40.75403, -73.9715"
18203,Upper East Side,"40.77255, -73.96323"
18204,Hell's Kitchen,"40.76373, -73.99297"
18205,Harlem,"40.81436, -73.95399"
18206,Little Italy,"40.71865, -73.99847"
18207,Upper West Side,"40.7872, -73.97639"
18208,Harlem,"40.80879, -73.94813"
18209,Upper East Side,"40.77359, -73.94865"
18210,East Village,"40.72457, -73.98453"
18211,Upper West Side,"40.7787, -73.98407"
18212,SoHo,"40.72356, -74.00472"
18213,Upper East Side,"40.76705, -73.95126"
18214,Upper East Side,"40.78216, -73.94841"
18215,Upper West Side,"40.77824, -73.97701"
18216,Upper West Side,"40.78334, -73.97452"
18217,Harlem,"40.81433, -73.94255"
18218,West Village,"40.73161, -74.00172"
18219,Washington Heights,"40.85617, -73.93141"
18220,Upper West Side,"40.79722, -73.96205"
18221,Chelsea,"40.74463, -73.9923"
18222,Washington Heights,"40.83288, -73.93821"
18223,Midtown,"40.74357, -73.98466"
18224,Murray Hill,"40.74409, -73.97145"
18225,Upper West Side,"40.79526, -73.9655"
18226,Nolita,"40.72294, -73.99388"
18227,Kips Bay,"40.74238, -73.98122"
18228,Financial District,"40.70798, -74.00498"
18229,Inwood,"40.8674, -73.92411"
18230,Roosevelt Island,"40.75829, -73.95295"
18231,SoHo,"40.72543, -74.00242"
18232,Harlem,"40.81757, -73.94709"
18233,Murray Hill,"40.74525, -73.97225"
18234,Harlem,"40.81526, -73.94791"
18235,Chinatown,"40.7152, -73.99947"
18236,Tribeca,"40.71773, -74.00601"
18237,Hell's Kitchen,"40.75922, -73.9969"
18238,East Harlem,"40.80245, -73.94426"
18239,Financial District,"40.70551, -74.00735"
18240,East Village,"40.72316, -73.9844"
18241,Kips Bay,"40.74168, -73.9804"
18242,East Harlem,"40.80375, -73.93599"
18243,Hell's Kitchen,"40.76814, -73.98476"
18244,Washington Heights,"40.83903, -73.94588"
18245,Kips Bay,"40.74112, -73.98009"
18246,East Village,"40.72759, -73.98047"
18247,Hell's Kitchen,"40.76157, -73.99278"
18248,Theater District,"40.76035, -73.98026"
18249,Roosevelt Island,"40.76189, -73.94934"
18250,Upper West Side,"40.78176, -73.97822"
18251,Midtown,"40.74607, -73.98372"
18252,Upper West Side,"40.79791, -73.96951"
18253,Midtown,"40.75092, -73.98636"
18254,Harlem,"40.82036, -73.94219"
18255,Upper East Side,"40.77259, -73.95647"
18256,Chelsea,"40.75319, -74.00159"
18257,Harlem,"40.82058, -73.95802"
18258,East Harlem,"40.79268, -73.94577"
18259,Upper East Side,"40.77072, -73.95424"
18260,Harlem,"40.81248, -73.94317"
18261,East Village,"40.72551, -73.98542"
18262,Midtown,"40.7657, -73.98075"
18263,Harlem,"40.82916, -73.9498"
18264,Inwood,"40.86139, -73.92744"
18265,Midtown,"40.76386, -73.98222"
18266,Chinatown,"40.71569, -73.99076"
18267,Financial District,"40.70631, -74.01098"
18268,Midtown,"40.76493, -73.98066"
18269,Lower East Side,"40.71986, -73.9869"
18270,Harlem,"40.81149, -73.94024"
18271,Upper West Side,"40.77244, -73.98043"
18272,West Village,"40.73848, -74.00252"
18273,Lower East Side,"40.71833, -73.98556"
18274,East Village,"40.7244, -73.97732"
18275,Midtown,"40.74596, -73.98678"
18276,Murray Hill,"40.75089, -73.98059"
18277,Upper East Side,"40.76667, -73.9587"
18278,West Village,"40.73704, -74.00501"
18279,Murray Hill,"40.74494, -73.97554"
18280,Harlem,"40.81302, -73.95349"
18281,Lower East Side,"40.71997, -73.98491"
18282,Murray Hill,"40.7493, -73.9794"
18283,East Village,"40.72717, -73.991"
18284,West Village,"40.73305, -74.00412"
18285,Hell's Kitchen,"40.75994, -73.99073"
18286,Theater District,"40.75601, -73.98909"
18287,Financial District,"40.70786, -74.00476"
18288,Midtown,"40.7538, -73.97139"
18289,Harlem,"40.79891, -73.9528"
18290,East Harlem,"40.78951, -73.94605"
18291,Chinatown,"40.71845, -74.00214"
18292,Theater District,"40.76147, -73.98589"
18293,Upper West Side,"40.80173, -73.96175"
18294,Chelsea,"40.75003, -73.99589"
18295,Gramercy,"40.73606, -73.98242"
18296,Harlem,"40.8215, -73.95565"
18297,Upper East Side,"40.77664, -73.95749"
18298,Hell's Kitchen,"40.76824, -73.98538"
18299,Hell's Kitchen,"40.76369, -73.991"
18300,Tribeca,"40.71928, -74.00799"
18301,Upper West Side,"40.79666, -73.97334"
18302,Lower East Side,"40.72221, -73.99284"
18303,West Village,"40.73775, -74.00344"
18304,East Village,"40.72653, -73.97949"
18305,Financial District,"40.70798, -74.00591"
18306,SoHo,"40.72565, -74.00161"
18307,Chelsea,"40.73686, -73.99349"
18308,Upper West Side,"40.78581, -73.97179"
18309,Harlem,"40.80136, -73.95158"
18310,Hell's Kitchen,"40.76649, -73.98727"
18311,Flatiron District,"40.7411, -73.98455"
18312,Midtown,"40.76064, -73.97066"
18313,Morningside Heights,"40.80627, -73.96354"
18314,Hell's Kitchen,"40.76753, -73.98397"
18315,Upper West Side,"40.79622, -73.96988"
18316,Upper West Side,"40.7997, -73.95946"
18317,Chelsea,"40.7442, -74.00123"
18318,Hell's Kitchen,"40.75933, -73.99512"
18319,SoHo,"40.7271, -74.00286"
18320,Harlem,"40.80907, -73.94444"
18321,Harlem,"40.80722, -73.9491"
18322,Midtown,"40.76543, -73.98078"
18323,Upper East Side,"40.76943, -73.95608"
18324,Murray Hill,"40.74533, -73.97685"
18325,Nolita,"40.72021, -73.99592"
18326,Gramercy,"40.73549, -73.98311"
18327,Hell's Kitchen,"40.75512, -73.99437"
18328,East Harlem,"40.80302, -73.93476"
18329,Civic Center,"40.71625, -74.00316"
18330,East Harlem,"40.79115, -73.94663"
18331,East Harlem,"40.78589, -73.9487"
18332,Upper West Side,"40.77979, -73.98513"
18333,Gramercy,"40.73318, -73.98449"
18334,Tribeca,"40.72015, -74.00435"
18335,Morningside Heights,"40.80441, -73.96409"
18336,East Village,"40.72527, -73.98338"
18337,Harlem,"40.8242, -73.9537"
18338,Financial District,"40.70445, -74.01521"
18339,East Village,"40.72167, -73.98066"
18340,Washington Heights,"40.83229, -73.94339"
18341,Murray Hill,"40.74438, -73.97365"
18342,Washington Heights,"40.85108, -73.93912"
18343,Upper West Side,"40.79519, -73.96945"
18344,Upper West Side,"40.7908, -73.97723"
18345,East Village,"40.72672, -73.98851"
18346,Chelsea,"40.74083, -74.00349"
18347,Chelsea,"40.74267, -73.99915"
18348,Upper East Side,"40.78269, -73.95288"
18349,Upper East Side,"40.7834, -73.94556"
18350,Chelsea,"40.73785, -73.99736"
18351,Theater District,"40.75964, -73.98731"
18352,Hell's Kitchen,"40.76035, -73.99524"
18353,Inwood,"40.86542, -73.92092"
18354,Lower East Side,"40.71857, -73.98973"
18355,East Harlem,"40.78813, -73.94495"
18356,Inwood,"40.86958, -73.9172"
18357,Upper West Side,"40.77775, -73.98732"
18358,Kips Bay,"40.74163, -73.97533"
18359,Lower East Side,"40.72018, -73.98521"
18360,Upper East Side,"40.77291, -73.95176"
18361,Washington Heights,"40.84398, -73.94064"
18362,Upper East Side,"40.76902, -73.95807"
18363,Kips Bay,"40.73957, -73.98006"
18364,Chelsea,"40.7453, -74.00242"
18365,Upper East Side,"40.76326, -73.95967"
18366,Upper West Side,"40.80032, -73.95998"
18367,Upper West Side,"40.80321, -73.9682"
18368,Murray Hill,"40.74907, -73.97818"
18369,Midtown,"40.7533, -73.97162"
18370,Upper East Side,"40.77084, -73.94956"
18371,Lower East Side,"40.71113, -73.98667"
18372,Washington Heights,"40.83406, -73.94731"
18373,Harlem,"40.82266, -73.95481"
18374,Hell's Kitchen,"40.7574, -73.99395"
18375,Upper East Side,"40.77699, -73.9524"
18376,Lower East Side,"40.72004, -73.99104"
18377,Chinatown,"40.71536, -73.99794"
18378,East Harlem,"40.79014, -73.94698"
18379,Financial District,"40.70402, -74.00776"
18380,Gramercy,"40.73237, -73.98288"
18381,Hell's Kitchen,"40.75548, -73.99513"
18382,East Harlem,"40.78999, -73.95226"
18383,West Village,"40.73506, -74.00518"
18384,West Village,"40.73713, -74.00358"
18385,Midtown,"40.75088, -73.96958"
18386,Upper East Side,"40.78103, -73.95069"
18387,East Village,"40.72986, -73.97913"
18388,Theater District,"40.76189, -73.98338"
18389,Upper West Side,"40.7992, -73.96792"
18390,West Village,"40.73312, -74.0042"
18391,Midtown,"40.75154, -73.97104"
18392,Upper West Side,"40.8022, -73.96483"
18393,Kips Bay,"40.74094, -73.9799"
18394,Harlem,"40.8129, -73.95213"
18395,Lower East Side,"40.71765, -73.98452"
18396,Greenwich Village,"40.73025, -73.99996"
18397,Chinatown,"40.71683, -73.99172"
18398,Hell's Kitchen,"40.76364, -73.98859"
18399,Upper East Side,"40.77566, -73.9484"
18400,Murray Hill,"40.74855, -73.98001"
18401,Midtown,"40.75354, -73.98377"
18402,Upper East Side,"40.78396, -73.95218"
18403,Theater District,"40.75942, -73.98602"
18404,Hell's Kitchen,"40.75543, -73.99662"
18405,Harlem,"40.80549, -73.95595"
18406,Harlem,"40.82475, -73.94842"
18407,Hell's Kitchen,"40.76521, -73.98507"
18408,Harlem,"40.8273, -73.94952"
18409,Upper West Side,"40.78143, -73.98321"
18410,Harlem,"40.80521, -73.95137"
18411,East Harlem,"40.79617, -73.94735"
18412,Kips Bay,"40.74227, -73.97432"
18413,Upper East Side,"40.77123, -73.9549"
18414,Upper West Side,"40.79787, -73.96802"
18415,Theater District,"40.75679, -73.98726"
18416,Chinatown,"40.71301, -73.99609"
18417,Upper East Side,"40.78133, -73.95198"
18418,Upper West Side,"40.79097, -73.97412"
18419,Upper East Side,"40.77469, -73.95181"
18420,SoHo,"40.7252, -74.00279"
18421,Hell's Kitchen,"40.7638, -73.9944"
18422,Greenwich Village,"40.72982, -74.00034"
18423,Midtown,"40.75993, -73.96342"
18424,East Village,"40.73185, -73.98431"
18425,Kips Bay,"40.74476, -73.97622"
18426,East Village,"40.73045, -73.98392"
18427,Little Italy,"40.71807, -73.99843"
18428,Lower East Side,"40.71972, -73.99299"
18429,Chelsea,"40.7388, -73.997"
18430,Upper West Side,"40.77354, -73.98462"
18431,Murray Hill,"40.74519, -73.97676"
18432,Lower East Side,"40.71289, -73.98877"
18433,Chinatown,"40.71648, -73.9912"
18434,Hell's Kitchen,"40.76709, -73.98577"
18435,Upper East Side,"40.77519, -73.95688"
18436,Hell's Kitchen,"40.763, -73.98911"
18437,West Village,"40.73858, -74.00619"
18438,Harlem,"40.8175, -73.95234"
18439,West Village,"40.73326, -74.00186"
18440,East Village,"40.72304, -73.98089"
18441,East Village,"40.72685, -73.97874"
18442,Upper West Side,"40.77392, -73.97852"
18443,Upper West Side,"40.79896, -73.95995"
18444,Harlem,"40.82765, -73.95012"
18445,Hell's Kitchen,"40.76703, -73.98874"
18446,Washington Heights,"40.8395, -73.94156"
18447,Chinatown,"40.71698, -73.99629"
18448,Chelsea,"40.74084, -74.00425"
18449,Midtown,"40.75754, -73.96943"
18450,Washington Heights,"40.85652, -73.92975"
18451,Upper West Side,"40.78138, -73.98318"
18452,Hell's Kitchen,"40.76433, -73.98932"
18453,East Village,"40.72811, -73.98824"
18454,Chelsea,"40.74443, -74.00259"
18455,East Village,"40.73028, -73.98165"
18456,Murray Hill,"40.74993, -73.977"
18457,Upper West Side,"40.80059, -73.96552"
18458,Midtown,"40.74482, -73.98367"
18459,Upper West Side,"40.79902, -73.96043"
18460,East Village,"40.72603, -73.97717"
18461,Midtown,"40.7651, -73.97808"
18462,Upper East Side,"40.77711, -73.9527"
18463,Midtown,"40.75914, -73.9798"
18464,Hell's Kitchen,"40.76306, -73.99257"
18465,East Harlem,"40.78996, -73.94873"
18466,Midtown,"40.75385, -73.96536"
18467,East Harlem,"40.79568, -73.93368"
18468,East Harlem,"40.78744, -73.94319"
18469,Upper East Side,"40.77227, -73.94968"
18470,Harlem,"40.81469, -73.94887"
18471,Harlem,"40.80591, -73.95525"
18472,Greenwich Village,"40.73383, -73.99509"
18473,East Harlem,"40.80686, -73.93822"
18474,Upper West Side,"40.80005, -73.9701"
18475,Morningside Heights,"40.80494, -73.96426"
18476,Harlem,"40.8249, -73.94585"
18477,Financial District,"40.71085, -74.0083"
18478,East Harlem,"40.80623, -73.94047"
18479,Washington Heights,"40.84813, -73.94349"
18480,Harlem,"40.82523, -73.95357"
18481,Upper West Side,"40.80258, -73.9676"
18482,Chelsea,"40.74589, -74.0048"
18483,Washington Heights,"40.8558, -73.93025"
18484,Chelsea,"40.74755, -74.00317"
18485,East Village,"40.723, -73.97753"
18486,Gramercy,"40.73235, -73.98392"
18487,Gramercy,"40.7349, -73.98549"
18488,Lower East Side,"40.72235, -73.98766"
18489,Harlem,"40.80449, -73.94743"
18490,Gramercy,"40.73327, -73.98503"
18491,Hell's Kitchen,"40.76802, -73.98721"
18492,Harlem,"40.82656, -73.94648"
18493,Washington Heights,"40.83701, -73.94577"
18494,Washington Heights,"40.84367, -73.93728"
18495,Midtown,"40.76547, -73.97952"
18496,East Harlem,"40.79736, -73.94442"
18497,Roosevelt Island,"40.7611, -73.95015"
18498,East Harlem,"40.78697, -73.94999"
18499,Chinatown,"40.71418, -73.99208"
18500,Midtown,"40.75249, -73.96866"
18501,Hell's Kitchen,"40.75671, -73.99694"
18502,Upper West Side,"40.79505, -73.96382"
18503,West Village,"40.73455, -74.00312"
18504,Hell's Kitchen,"40.76121, -73.98895"
18505,Chelsea,"40.74913, -73.99128"
18506,Lower East Side,"40.71833, -73.9908"
18507,East Village,"40.72042, -73.97998"
18508,Kips Bay,"40.74029, -73.98337"
18509,Upper East Side,"40.76258, -73.96252"
18510,Greenwich Village,"40.73002, -73.99804"
18511,Chelsea,"40.73985, -74.00138"
18512,Hell's Kitchen,"40.75771, -73.99407"
18513,East Harlem,"40.79501, -73.94448"
18514,Washington Heights,"40.83481, -73.94317"
18515,Hell's Kitchen,"40.76158, -73.99175"
18516,Washington Heights,"40.83403, -73.94553"
18517,Murray Hill,"40.7484, -73.97544"
18518,Hell's Kitchen,"40.75979, -73.98953"
18519,Upper West Side,"40.7982, -73.97119"
18520,Harlem,"40.82608, -73.94231"
18521,Harlem,"40.82394, -73.94432"
18522,East Village,"40.73031, -73.98426"
18523,Greenwich Village,"40.72938, -73.99955"
18524,Tribeca,"40.71793, -74.00594"
18525,East Village,"40.72886, -73.9863"
18526,Harlem,"40.80369, -73.94857"
18527,Greenwich Village,"40.72733, -73.9958"
18528,Hell's Kitchen,"40.76888, -73.98639"
18529,Greenwich Village,"40.72818, -73.9981"
18530,Upper West Side,"40.80115, -73.96282"
18531,Midtown,"40.75375, -73.96556"
18532,East Village,"40.72577, -73.99169"
18533,Chelsea,"40.74914, -73.99471"
18534,Hell's Kitchen,"40.7555, -73.9926"
18535,Upper West Side,"40.79446, -73.96651"
18536,Upper West Side,"40.8001, -73.9658"
18537,SoHo,"40.72628, -74.00236"
18538,Harlem,"40.82856, -73.94021"
18539,Greenwich Village,"40.72766, -73.99976"
18540,Washington Heights,"40.85029, -73.93602"
18541,Upper West Side,"40.77428, -73.97893"
18542,Harlem,"40.82069, -73.95549"
18543,Flatiron District,"40.74252, -73.991"
18544,Upper East Side,"40.77394, -73.95252"
18545,Tribeca,"40.71523, -74.0079"
18546,Chelsea,"40.75215, -74.00426"
18547,Hell's Kitchen,"40.76645, -73.98539"
18548,Upper West Side,"40.78825, -73.97231"
18549,Murray Hill,"40.74689, -73.9781"
18550,Hell's Kitchen,"40.76234, -73.98947"
18551,Murray Hill,"40.74688, -73.97342"
18552,Chinatown,"40.71816, -73.99538"
18553,Midtown,"40.74593, -73.98687"
18554,Murray Hill,"40.7484, -73.97298"
18555,Washington Heights,"40.8455, -73.93987"
18556,Harlem,"40.816, -73.95348"
18557,Chelsea,"40.73854, -73.99695"
18558,Hell's Kitchen,"40.76097, -73.99959"
18559,Upper East Side,"40.77097, -73.94862"
18560,Harlem,"40.82301, -73.94907"
18561,East Village,"40.72387, -73.979"
18562,Chinatown,"40.71399, -73.99744"
18563,Chinatown,"40.71387, -73.99414"
18564,Chelsea,"40.7423, -73.99603"
18565,Greenwich Village,"40.7323, -73.99433"
18566,Upper West Side,"40.79584, -73.97156"
18567,Financial District,"40.70573, -74.01077"
18568,Harlem,"40.8243, -73.94258"
18569,Chelsea,"40.75286, -73.99693"
